자료ID,플랫폼,정리제목,제작자,원본URL,원래목록,활용주제,이전확인수준,기존요약,이번확인주장,이번선별검토,선별인사이트,적용조건,내경험질문,상세정리
d8Uhboe6ufw,YouTube 영상,꿈도 없고 재능도 없는 평범한 사람은 어떻게 살아야 할까?,리섭 LeeSeob,https://www.youtube.com/watch?v=d8Uhboe6ufw,"인생수업, 위기의 때",고객·설득·브랜드 / 실행·지속·회복,영상 직접 분석,"리섭은 목표의 크기가 실행 전략을 결정하며, 개인의 역량보다 시장의 크기가 중요하다고 강조합니다. 특히 유튜브와 같이 파이가 큰 시장에서 자신만의 차별화된 콘텐츠로 승부할 것을 조언합니다.",,없음,,,,sources/youtube/03-life.md#d8Uhboe6ufw
oBmmJB4V5CI,YouTube 영상,Gnarls Barkley(날스 바클리) - Crazy 가사 한글 자막 해석 번역,ppark _,https://www.youtube.com/watch?v=oBmmJB4V5CI,"인생수업, 위기의 때",실행·지속·회복 / 가치·관계·삶,영상 직접 분석,"날스 바클리의 명곡 'Crazy'의 가사를 한글 자막과 함께 감상할 수 있는 영상입니다. 광기와 자아 성찰, 그리고 자유에 대한 심오한 메시지를 전달합니다.",,없음,,,,sources/youtube/03-life.md#oBmmJB4V5CI
SQUuLO-bn2M,YouTube 영상,중고차 딜러 VS 라이프 해킹,내셔널지오그래픽 - National Geographic Korea,https://www.youtube.com/watch?v=SQUuLO-bn2M,"인생수업, 위기의 때",실행·지속·회복 / 가치·관계·삶,자막 기반 요약,"중고차 구매 시 딜러의 심리 기법에 대응하여 가격을 낮추는 실전 협상 전략을 소개합니다. 침묵 유지, 가짜 긴급성 조성, 그리고 언제든 협상장을 떠날 준비를 하는 태도가 핵심입니다.",,없음,,,,sources/youtube/03-life.md#SQUuLO-bn2M
bHRhuzNA6OI,YouTube 영상,당당하게 연봉 인상 요구하는 법,내셔널지오그래픽 - National Geographic Korea,https://www.youtube.com/watch?v=bHRhuzNA6OI,"인생수업, 위기의 때",고객·설득·브랜드 / 실행·지속·회복 / 가치·관계·삶,영상 직접 분석,연봉 협상 시 중립적인 장소를 선택하고 '합리적'이라는 표현을 사용하여 대화의 주도권을 잡는 것이 중요합니다. 자신의 가치를 상사에게 직접 묻고 구체적인 인상률을 제시함으로써 성공적인 결과를 이끌어낼 수 있습니다.,,없음,,,,sources/youtube/03-life.md#bHRhuzNA6OI
Rcn_vD9RdEw,YouTube 영상,취업 면접에서 '질문 있으세요?' 시간에 꼭 물어봐야 할 질문은?,내셔널지오그래픽 - National Geographic Korea,https://www.youtube.com/watch?v=Rcn_vD9RdEw,"인생수업, 위기의 때",실행·지속·회복 / 가치·관계·삶,영상 직접 분석,취업 면접에서 성공하기 위한 심리학적 전략과 비언어적 기술들을 소개합니다. 특히 면접 마지막에 채용을 망설이게 하는 요인을 직접 묻는 질문이 합격 가능성을 높이는 핵심 비결로 제시됩니다.,,없음,,,,sources/youtube/03-life.md#Rcn_vD9RdEw
390aHPDjv7w,YouTube 영상,사람은 결코 변하지 않는다 | 타인의 이해를 바라지 마라 | 쇼펜하우어 처세술 | 인간관계 지혜 | 인생 명언 | 인생 조언 | 오디오북,지혜의 숲,https://www.youtube.com/watch?v=390aHPDjv7w,"인생수업, 위기의 때",실행·지속·회복 / 가치·관계·삶,영상 직접 분석,쇼펜하우어는 타인의 이해를 구하기보다 자신의 내면과 건강에 집중하며 적절한 거리를 유지하는 삶을 강조합니다. 인간의 본성은 쉽게 변하지 않으므로 불필요한 논쟁을 피하고 침묵을 통해 자신을 보호하라고 조언합니다.,,없음,,,,sources/youtube/03-life.md#390aHPDjv7w
rWyIE9WwP4Q,YouTube 영상,어떤 사람으로 살 것인가를 고민해야 합니다 오박사가 알려주는 재능 많은 자식을 둔 부모의 역할은? | 오은영의 금쪽 상담소 36 회,play 채널A,https://www.youtube.com/watch?v=rWyIE9WwP4Q,"인생수업, 위기의 때",실행·지속·회복 / 가치·관계·삶,자막 기반 요약,재능이 많아 여러 성취를 원하는 아이에게 오은영 박사는 '어떤 타이틀'을 얻느냐보다 '어떤 삶'을 살 것인지 고민하는 것이 중요하다고 조언합니다. 부모는 아이의 비대해진 자의식을 관리하기 위해 적절한 우선순위를 정해주는 '가지치기' 역할을 수행해야 합니다.,,없음,,,,sources/youtube/03-life.md#rWyIE9WwP4Q
a6g8SYeP2OA,YouTube 영상,주님이 오늘도 함께하신다 #아침기도 #기도습관 #하나님의인도하심 #주님의선하심,크리스천인사이트,https://www.youtube.com/watch?v=a6g8SYeP2OA,"인생수업, 위기의 때",실행·지속·회복 / 가치·관계·삶,자막 기반 요약,아침에 일어나서 드릴 수 있는 세 가지 기도 제목을 통해 하나님의 인도하심과 겸손을 구하는 방법을 제시합니다. 현재의 위치에 상관없이 미래를 준비하고 타인과의 대화에서 겸손한 태도를 유지할 것을 강조합니다.,,없음,,,,sources/youtube/03-life.md#a6g8SYeP2OA
P8VyvMpANdY,YouTube 영상,하나님께 집중해야 합니다 #사단의전략 #광명의천사 #고린도후서11장 #사단의유혹 #하나님의뜻,크리스천인사이트,https://www.youtube.com/watch?v=P8VyvMpANdY,"인생수업, 위기의 때",실행·지속·회복 / 가치·관계·삶,자막 기반 요약,사단은 광명의 천사로 위장하여 인간이 하늘의 관점에서 무의미한 세상적 성공에 몰두하도록 유혹합니다. 이러한 기만은 신자가 이를 하나님의 축복으로 오해하게 만들어 결국 영적인 집중력을 잃게 만듭니다.,,없음,,,,sources/youtube/03-life.md#P8VyvMpANdY
IUDbatY3Hno,YouTube 영상,8000억 자산가가 노숙자에게 건넨 조언,돌숏밥,https://www.youtube.com/watch?v=IUDbatY3Hno,"인생수업, 위기의 때",고객·설득·브랜드 / 가치·관계·삶,자막 기반 요약,"억만장자가 노숙자에게 자신의 가치를 제대로 인정받을 수 있는 장소의 중요성을 강조합니다. 단순히 노력하는 것을 넘어, 자신의 가치가 빛날 수 있는 환경을 선택하는 것이 성공의 핵심이라는 교훈을 전합니다.",,없음,,,,sources/youtube/03-life.md#IUDbatY3Hno
fKA51CrFcWg,YouTube 영상,삶이 멈춘 것 같을때 빠져나오는 방법 | 루이스 호위스,NOMATTER 노메럴,https://www.youtube.com/watch?v=fKA51CrFcWg,"인생수업, 위기의 때",실행·지속·회복 / 가치·관계·삶,영상 직접 분석,무력감과 스트레스에 빠졌을 때 타인에게 도움을 주는 태도로 전환하는 것이 중요합니다. 대가 없이 에너지를 나누는 결단이 삶의 추진력을 회복하고 다음 단계로 나아가는 열쇠가 됩니다.,,없음,,,,sources/youtube/03-life.md#fKA51CrFcWg
OYGr3ZiqR6Y,YouTube 영상,망설이지 말고 한살이라도 어릴 때 빨리 시작하세요 #shorts #인생조언 #메가스터디 (쇼츠 손주은),월급쟁이부자들TV,https://www.youtube.com/watch?v=OYGr3ZiqR6Y,"인생수업, 위기의 때",실행·지속·회복,영상 직접 분석,"3040 세대에게 '어떻게 살 것인가'에 대한 진지한 성찰과 자신만의 도전을 강조합니다. 워라밸을 선택하든 치열한 도전을 선택하든, 확고한 철학과 원칙을 가지고 당당하게 나아갈 것을 권합니다.",,없음,,,,sources/youtube/03-life.md#OYGr3ZiqR6Y
6G4jD0KvSzk,YouTube 영상,3가지 능력으로 내 인생을 바꾸는 법 #조승연,마이크임팩트,https://www.youtube.com/watch?v=6G4jD0KvSzk,"인생수업, 위기의 때",실행·지속·회복,자막 기반 요약,"성공하는 사람들은 하지 말아야 할 일을 절제하고, 결심한 바를 반드시 실행하며, 감정에 휘둘리지 않는 세 가지 능력을 갖추고 있습니다. 이러한 독한 실행력은 현대 사회에서 인생을 변화시키는 일종의 초능력과 같은 역할을 한다고 화자는 강조합니다.",,없음,,,,sources/youtube/03-life.md#6G4jD0KvSzk
EX3hpEhUOSs,YouTube 영상,매일 주어지는 두 가지를 잊지마세요 | 제이 프린스,NOMATTER 노메럴,https://www.youtube.com/watch?v=EX3hpEhUOSs,"인생수업, 위기의 때",실행·지속·회복 / 가치·관계·삶,자막 기반 요약,매일 우리에게는 기회와 선택이라는 두 가지 선물이 주어집니다. 화자는 우리가 내리는 선택이 결국 인생의 목적지를 결정하므로 선택의 가치를 소중히 여겨야 한다고 강조합니다.,,없음,,,,sources/youtube/03-life.md#EX3hpEhUOSs
cew7jwiu7mY,YouTube 영상,악마가 당신을 무시하는 이유.,Intelligence,https://www.youtube.com/watch?v=cew7jwiu7mY,"인생수업, 위기의 때",실행·지속·회복 / 가치·관계·삶,영상 직접 분석,덴젤 워싱턴은 악마가 당신을 무시한다면 그것은 잘못된 길을 가고 있다는 신호일 수 있다고 말합니다. 반대로 시련이 닥치는 것은 당신이 올바른 일을 하려 노력하고 있다는 증거일 수 있음을 강조합니다.,,없음,,,,sources/youtube/03-life.md#cew7jwiu7mY
JWe8hWQN8cU,YouTube 영상,"🗣️""광야의 길, 하나님의 관점"" - 피아워십 목요예배 이동선 목사 설교中",F.I.A,https://www.youtube.com/watch?v=JWe8hWQN8cU,"인생수업, 위기의 때",실행·지속·회복 / 가치·관계·삶,자막 기반 요약,인간의 눈에는 고난의 광야처럼 보이는 길도 하나님의 관점에서는 축복의 길일 수 있습니다. 관점을 나에게서 하나님으로 옮길 때 비로소 진정한 믿음과 순종이 시작됩니다.,,없음,,,,sources/youtube/03-life.md#JWe8hWQN8cU
DbG3MkOHiYE,YouTube 영상,냉소주의는 가난을 부르고 낙관주의는 부를 만든다,성공한스푼,https://www.youtube.com/watch?v=DbG3MkOHiYE,"인생수업, 위기의 때",실행·지속·회복,영상 직접 분석,"세상은 가능성을 믿는 낙관주의자의 것이며, 큰 성취를 위해서는 반드시 긍정적인 태도가 필요합니다. 냉소주의자는 99%의 실패를 맞히며 옳아 보일 수 있지만, 인생을 바꾸는 단 한 번의 성공을 놓치기에 결국 틀린 것입니다.",,없음,,,,sources/youtube/03-life.md#DbG3MkOHiYE
hMD-IqQV8fU,YouTube 영상,내면의 악마와 싸우는 최고의 방법.,Intelligence,https://www.youtube.com/watch?v=hMD-IqQV8fU,"인생수업, 위기의 때",실행·지속·회복,영상 직접 분석,화자는 내면의 두려움을 피하지 말고 정면으로 마주하는 것이 극복의 핵심이라고 말합니다. 도망치는 것을 멈추고 용기를 내어 문제에 맞설 때 진정한 해결이 시작된다고 강조합니다.,,없음,,,,sources/youtube/03-life.md#hMD-IqQV8fU
ysLziGJ6Rmg,YouTube 영상,일론 머스크는 하루를 5분 단위로 쪼갠다. 즉흥형 천재 아니라 계획형 괴물이다.,성공한스푼,https://www.youtube.com/watch?v=ysLziGJ6Rmg,"인생수업, 위기의 때",학습·생각·글쓰기 / 실행·지속·회복,자막 기반 요약,성공을 위해서는 활동 목록을 작성하고 우선순위를 정하는 철저한 계획 수립이 필수적입니다. 또한 어려움에 직면했을 때 포기하지 않고 끝까지 버티는 끈기가 인격의 핵심이자 성공의 열쇠입니다.,,없음,,,,sources/youtube/03-life.md#ysLziGJ6Rmg
XoKLx9haF3c,YouTube 영상,"답이 안보일 땐, 이렇게 해보세요!",성공한스푼,https://www.youtube.com/watch?v=XoKLx9haF3c,"인생수업, 위기의 때",학습·생각·글쓰기 / 실행·지속·회복,영상 직접 분석,문제의 답이 보이지 않을 때 30분에서 60분 동안 고요 속에 머무르며 내면의 소리에 귀를 기울여 보세요. 약 30분 정도 지나면 머릿속이 맑아지며 필요한 아이디어와 해결책이 자연스럽게 떠오를 것입니다.,,없음,,,,sources/youtube/03-life.md#XoKLx9haF3c
xCCeGBW2G4w,YouTube 영상,그린베레 vs 네이비 씰,오호라,https://www.youtube.com/watch?v=xCCeGBW2G4w,"인생수업, 위기의 때",가치·관계·삶,자막 기반 요약,"그린베레와 네이비 씰은 각자의 특화된 임무 영역이 다르며, 특히 그린베레는 현지 세력을 활용하는 '전투력 증강'에 강점이 있습니다. 네이비 씰이 해상 전투에 최적화되어 있다면, 그린베레는 언어와 지정학적 지식을 바탕으로 현지 체제를 변화시키는 역량을 갖추고 있습니다.",,없음,,,,sources/youtube/03-life.md#xCCeGBW2G4w
BQiDqU34eAI,YouTube 영상,스파이가 말하는 사회를 전복시키는법 ㄷㄷ 와우,우셔우셔,https://www.youtube.com/watch?v=BQiDqU34eAI,"인생수업, 위기의 때",가치·관계·삶,자막 기반 요약,전 KGB 요원 유리 베즈메노프는 사회의 도덕적 가치를 무너뜨리고 내부 갈등을 조장하여 국가를 스스로 붕괴시키는 심리전 전략을 설명합니다. 그는 교육과 사회 참여 구조를 변질시켜 공동체의 자율성을 파괴하고 관료주의에 의존하게 만드는 것이 핵심이라고 주장합니다.,,없음,,,,sources/youtube/03-life.md#BQiDqU34eAI
0lms-eusg58,YouTube 영상,두려워하지 말라,한국사장학교 TV,https://www.youtube.com/watch?v=0lms-eusg58,"인생수업, 위기의 때",실행·지속·회복 / 가치·관계·삶,자막 기반 요약,"화자는 성경 등 여러 가르침에서 강조하는 '두려워하지 말라'는 메시지를 삶의 핵심 가치로 삼고 있습니다. 죽음을 제외한 모든 시련의 이면에는 반드시 긍정적인 면이 존재하므로, 걱정보다는 좋은 점을 찾는 습관이 중요하다고 강조합니다.",,없음,,,,sources/youtube/03-life.md#0lms-eusg58
hoERAs0erOU,YouTube 영상,전쟁 빼고는 다 쉬운 일 (정주영 회장),BZCF | 비즈까페,https://www.youtube.com/watch?v=hoERAs0erOU,"인생수업, 위기의 때",고객·설득·브랜드 / 실행·지속·회복,자막 기반 요약,정주영 회장은 생명이 위태로운 전쟁에 비하면 사회의 모든 일은 해결 가능한 쉬운 일이라고 강조합니다. 긍정적인 마음가짐으로 자신의 위치에서 즐겁게 일하는 태도가 삶의 질을 결정한다고 조언합니다.,,없음,,,,sources/youtube/03-life.md#hoERAs0erOU
Tf0N6HOdd5A,YouTube 영상,억만장자들보다 더 값졌다고 한 인터뷰,미엠지 Me:MZ,https://www.youtube.com/watch?v=Tf0N6HOdd5A,"인생수업, 위기의 때",실행·지속·회복 / 가치·관계·삶,자막 기반 요약,거절의 아픔을 딛고 성공한 인물이 인생의 결정과 주변 환경의 중요성을 강조하며 신앙적 조언을 전합니다. 자신의 내면적 힘을 믿고 고난을 이겨내어 스스로의 삶을 책임지는 태도를 가질 것을 권합니다.,,없음,,,,sources/youtube/03-life.md#Tf0N6HOdd5A
B001,Instagram,피해야 할 상급자의 태도,mozi.pick,https://www.instagram.com/mozi.pick/p/DdF-XgkzcYN/,인스타 저장·비즈니스,협업·리더십,이전 캡션·이미지 1장 확인,,,없음,,,,sources/instagram/saved-index.md
B002,Instagram,앱 창업과 UGC 크리에이터 운영 사례,youfree.builder,https://www.instagram.com/youfree.builder/p/DcQyl9CmUUS/,인스타 저장·비즈니스,제품·창업·AI,이전 캡션·일부 슬라이드 확인,,,없음,,,,sources/instagram/saved-index.md
B003,Instagram,창업자를 위한 콘텐츠 세 유형,danmartell,https://www.instagram.com/danmartell/reel/DcL47JZiiu0/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션·일부 영상 화면 확인,,,없음,,,,sources/instagram/saved-index.md
B004,Instagram,Sales IQ 퀴즈 — 썸네일 기준,bryson.bowman,https://www.instagram.com/bryson.bowman/reel/DcOq9r-OSJz/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션·썸네일 확인,,,없음,,,,sources/instagram/saved-index.md
B005,Instagram,회의 전에 오늘 바꿀 결정과 참여자의 역할을 적는다,hbr_korea,https://www.instagram.com/hbr_korea/p/DcxzjbHE7Xt/,인스타 저장·비즈니스,협업·리더십,이전 캡션 분류,,"게시자는 회의 횟수보다 대화 운영에 주목하고, 목적·역할·안전하게 의견을 낼 수 있는 조건을 강조한다. 별도 HBR 아티클을 안내한다.",자막·캡션 구간 직접 대조,"회의 초대나 개인 준비 메모에 이번 회의에서 정할 것 한 가지, 필요한 사실, 각자의 역할을 적어본다. 종료 시에는 정해진 것과 아직 불확실한 것을 분리한다.",모든 대화가 결정을 위한 회의인 것은 아니다. 탐색·관계 형성·공유가 목적이라면 이를 목적 그대로 적는다. 특정 참여자를 문제의 원인으로 단정하지 않는다.,"논점: ‘회의 제목 옆에 이번에 정할 것을 한 문장 더 적어보면 어떨까.’ 실제 회의가 있었다면 [원래 안건]과 [명료하게 바꾼 목적]을 익명으로 비교하고, 실제 적용 전이면 실험 제안으로 쓴다.",sources/instagram/saved-index.md
B006,Instagram,설명한 내용보다 상대가 이해한 내용을 기록한다,perceptionkey.official,https://www.instagram.com/perceptionkey.official/reel/Dcigd-3OjGe/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,게시자는 같은 설명도 듣는 사람의 맥락에 따라 다르게 이해될 수 있으므로 상대가 받아들인 의미까지 확인해야 한다고 주장한다.,자막·캡션 구간 직접 대조,상담 메모에 ‘내가 설명한 기능’과 ‘고객이 자신의 상황으로 다시 표현한 내용’을 나눠 적어보자. 설명을 많이 했다는 사실과 이해가 확인됐다는 사실을 구별하는 데 쓸 수 있다.,고객을 시험하듯 되묻지 않는다. ‘제가 이해한 상황이 맞는지 확인하고 싶습니다’처럼 상호 확인으로 시작한다. 고객이 말하지 않은 의도나 심리를 채워 넣지 않는다.,글의 논점: ‘설명이 끝난 시점과 이해가 확인된 시점은 다를 수 있다.’ 본인의 실제 사례가 있으면 [내 설명] → [상대가 받아들인 의미] → [다음에 바꿀 확인 질문]으로 적는다. 사례가 없으면 관찰 제안형 글로 쓴다.,sources/instagram/saved-index.md
B007,Instagram,작은 브랜드 컨설팅 관찰 — 세부 내용 확인 필요,marketing_jojun,https://www.instagram.com/marketing_jojun/reel/DbvJLGnTW11/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B008,Instagram,Brian Tracy 소개 캡션 — 영상의 주장은 미확인,valornic,https://www.instagram.com/valornic/reel/DbbDj5XI0Wh/,인스타 저장·비즈니스,별도 확인·배경,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B009,Instagram,젠슨 황의 위임 주제 — 상세 영상 확인 필요,bizucafe,https://www.instagram.com/bizucafe/reel/Dbrzkw7zp11/,인스타 저장·비즈니스,협업·리더십,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B010,Instagram,인간극장 손주가 돌아왔다 — 업무 연결점 미확인,mylovekbs,https://www.instagram.com/mylovekbs/reel/DbaTx04CRZQ/,인스타 저장·비즈니스,별도 확인·배경,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B011,Instagram,특정 문제의 첫 해결처가 되는 커뮤니티,somewon_co,https://www.instagram.com/somewon_co/p/Da6p6CIOsl-/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B012,Instagram,조나단 앤더슨과 브랜드 창작 사례,brandoh.mag,https://www.instagram.com/brandoh.mag/p/Da7pvZEkaBe/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B013,Instagram,Iyinoluwa Aboyeji 사업 성장 인터뷰,theschoolofhardknockz,https://www.instagram.com/theschoolofhardknockz/reel/DavZiqvqfAk/,인스타 저장·비즈니스,제품·창업·AI,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B014,Instagram,함께 일할 사람 — 구체 조건 미확인,bizucafe,https://www.instagram.com/bizucafe/reel/DacoH24TpV4/,인스타 저장·비즈니스,협업·리더십,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B015,Instagram,학습 관련 해시태그만 확보,studyroomwithcc,https://www.instagram.com/studyroomwithcc/reel/DaCZGFyJeEG/,인스타 저장·비즈니스,별도 확인·배경,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B016,Instagram,최수부의 영업 사례 — 성과 수치 검증 필요,korea_titans,https://www.instagram.com/korea_titans/reel/DaEZRcZyEG-/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B017,Instagram,증거 없는 광고 표현에 대한 비판,prime.brains,https://www.instagram.com/prime.brains/reel/DZ95irCT4Bn/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B018,Instagram,고객의 결정을 돕는 세일즈,aim___ing,https://www.instagram.com/aim___ing/reel/DZ7ZeCIyf40/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B019,Instagram,새로 만들기 전에 사람들이 이미 쓰는 대안을 관찰한다,ianpark.vc,https://www.instagram.com/ianpark.vc/p/DZoCQ-jGK8d/,인스타 저장·비즈니스,제품·창업·AI,이전 캡션 분류,,게시자는 Mark Pincus 사례를 근거로 기존 수요가 보이는 제품을 먼저 보고 개선한 뒤 새로움을 더하라는 순서를 제시한다. 실패율·성공 사례를 강하게 일반화한다.,자막·캡션 구간 직접 대조,"새 기능을 만들기 전에 사용자가 현재 문제를 해결하는 방법과 남은 불편을 적고, 그중 하나가 줄어드는 가장 작은 결과물을 시험한다. 차별점은 기능 개수보다 기존 방식에서 바뀌는 행동으로 정의해볼 수 있다.",다른 시장의 성공이 내 대상 고객의 수요를 증명하지는 않는다. ‘쓰겠다’는 응답과 실제 사용·재사용을 구별한다. 원문을 타인의 코드·디자인·콘텐츠를 그대로 복제하라는 지시로 받아들이지 않는다.,"논점: ‘새 아이디어를 평가할 때 먼저 적을 것은 지금 사람들이 쓰는 우회 방법이다.’ [실제 기존 방식] → [남은 불편] → [검증할 변화 하나]를 적고, 아직 실행 전이면 실험 계획이라고 명시한다.",sources/instagram/saved-index.md
B020,Instagram,발표 현장의 비언어적 전달 체크,yoon_pt,https://www.instagram.com/yoon_pt/reel/DZZjTjrJ8BA/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B021,Instagram,기능 하나를 사용 장면 하나로 번역한다,eber.pr_kr,https://www.instagram.com/eber.pr_kr/reel/DUGKupSE8-2/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,"게시자는 제품 사양보다 고객이 얻게 될 이득을 반복해 설명하는 방식을 제안하며, 기능은 설명하지 않는다는 극단적인 표현을 쓴다.",자막·캡션 구간 직접 대조,"자주 쓰는 기능 설명 한 줄 옆에 ‘누가, 언제, 어떤 수고를 줄이는가’를 적어본다. 소개 문장은 장면으로 시작하고, 구매 판단에 필요한 사양과 조건은 근거로 붙인다.",사용 장면은 제품이 실제로 지원해야 한다. 절대적 편익이나 무조건적인 시간 절감은 실측 없이 약속하지 않는다. 회사 채널의 기능 중심 설명 기준과도 충돌하지 않게 장면과 기능을 함께 쓴다.,[실제 기능]을 [특정 독자의 일상 장면]으로 바꿔 설명한 두 문장을 나란히 보여준다. ‘설명 자료의 어느 문장을 사용 장면으로 바꿀 수 있을까?’를 글의 질문으로 삼는다.,sources/instagram/saved-index.md
B022,Instagram,기능보다 의미를 전달하는 마케팅,series,https://www.instagram.com/series/reel/DUi-OSWDZkg/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B023,Instagram,Mark Cuban의 사업 성공 요소,business.tactic,https://www.instagram.com/business.tactic/reel/DUF0mdzERTU/,인스타 저장·비즈니스,제품·창업·AI,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B024,Instagram,영업에서 바꿔 말할 표현 다섯 가지,zorba_biz,https://www.instagram.com/zorba_biz/reel/DXv72hJP4zm/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B025,Instagram,Robert Herjavec 인물 소개 — 영상 주장은 미확인,thewealth.community,https://www.instagram.com/thewealth.community/reel/DUGMBJoCdza/,인스타 저장·비즈니스,별도 확인·배경,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B026,Instagram,AI 에이전트 시대 전망 — 확률은 모델 추정,dy1.mag,https://www.instagram.com/dy1.mag/p/DWQ4zvwFLQp/,인스타 저장·비즈니스,제품·창업·AI,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B027,Instagram,돈의 원리 — 구체 내용 미확인,hee_chan_kim,https://www.instagram.com/hee_chan_kim/reel/DV8gHlfga2f/,인스타 저장·비즈니스,별도 확인·배경,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B028,Instagram,스타트업 자금조달과 데스밸리 — 통계 검증 필요,cheddar.ez,https://www.instagram.com/cheddar.ez/p/DVsCS3ekq8L/,인스타 저장·비즈니스,제품·창업·AI,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B029,Instagram,투자받는 팀 — 구체 기준 미확인,bizucafe,https://www.instagram.com/bizucafe/reel/DVntxOziT0e/,인스타 저장·비즈니스,협업·리더십,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B030,Instagram,실용 도서 추천 — 책 목록은 영상 확인 필요,g_rum_edo,https://www.instagram.com/g_rum_edo/reel/DUp4RITCRPK/,인스타 저장·비즈니스,별도 확인·배경,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B031,Instagram,호기심과 좋아하는 일에 관한 주장,cheddar.ez,https://www.instagram.com/cheddar.ez/p/DUpenmWksHN/,인스타 저장·비즈니스,실행·지속·회복,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B032,Instagram,창업자의 사람됨을 보는 투자 사례,dy1.mag,https://www.instagram.com/dy1.mag/p/DUEyIphk8So/,인스타 저장·비즈니스,제품·창업·AI,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B033,Instagram,‘비싸다’는 말을 해석하기 전에 무엇이 걸리는지 확인한다,captainhoooook,https://www.instagram.com/captainhoooook/reel/DSd4LNpEvKR/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,"게시자는 가격 거절을 가치 이해의 부족으로 해석하고, 불만의 한 원인으로 콘텐츠가 만든 기대와 실제 경험의 차이를 든다. 가격보다 다른 이유가 중요하다는 강한 일반화도 포함한다.",자막·캡션 구간 직접 대조,"주장을 그대로 영업 규칙으로 삼기보다 확인 질문 목록으로 바꾼다. 예산 한도, 필요한 효과, 도입 시기, 내부 승인 중 무엇이 결정에 걸리는지 묻고, 실제 답을 기록한다. 콘텐츠에서 약속한 장면과 제공 범위도 대조한다.",실제 예산 부족이나 제품 결함일 가능성을 열어둔다. ‘고객은 자기 필요를 모른다’거나 ‘비싸다는 말은 핑계다’라고 결론 내리지 않는다. 선택지를 강요하지 않고 자유로운 답도 받는다.,"논점: ‘비싸다는 한마디에 바로 할인하거나 설득하기 전에 확인할 것이 있다.’ [실제 받은 가격 질문]과 [확인한 제약]이 있을 때만 사례로 넣고, 없으면 네 가지 확인 질문을 제시하는 글로 만든다.",sources/instagram/saved-index.md
B034,Instagram,같은 제품을 기능·경험·정체성의 세 질문으로 살핀다,solution.kim,https://www.instagram.com/solution.kim/p/DTciAUlEk7e/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,"게시자는 젠틀몬스터를 기능, 매장 경험, 소유자의 정체성이라는 세 관점으로 설명하며 성장·수익·가격 관련 수치도 제시한다.",자막·캡션 구간 직접 대조,"소개 글을 쓸 때 ‘무엇을 할 수 있나’, ‘사용할 때 어떤 장면이 생기나’, ‘이 선택이 나에게 어떤 의미인가’를 각각 묻는다. 제품에 맞는 질문만 남겨 서로 다른 글의 관점을 만들 수 있다.",모든 제품이 정체성이나 과시 욕구를 자극해야 하는 것은 아니다. 고객이나 사용자가 실제로 표현하지 않은 감정·상징을 대신 정하지 않는다.,직접 사용하는 도구 하나를 골라 [기능 하나] / [실제 사용 장면 하나] / [선택한 개인적 이유 하나]를 적는다. 세 항목 중 직접 말할 수 있는 항목을 중심으로 짧은 글을 쓴다.,sources/instagram/saved-index.md
