재생목록,순서,영상ID,제목,채널,원본URL,상태,자막확보,자막언어,자동생성,분류,한줄요약,상세정리
"학습, 배움",31,ccyjOcYcmqQ,Why Learning FAST Makes You More Successful (just copy me),Dan Martell,https://www.youtube.com/watch?v=ccyjOcYcmqQ,자막 기반 요약,예,"button ""한국어로 번역""",수동,"학습·기록, 실행·습관, 사업·브랜딩","성공을 앞당기기 위해서는 단순히 지식을 습득하는 것이 아니라, 명확한 목표 설정과 기술 트리 매핑을 통해 학습 속도를 10배 높여야 합니다.",02-learning.md#ccyjOcYcmqQ
"학습, 배움",32,hSGt_rhu49U,How to Be So Productive it Feels ILLEGAL,Dan Martell,https://www.youtube.com/watch?v=hSGt_rhu49U,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 사업·브랜딩, 기타",ADHD를 극복하고 초집중 상태를 유지하기 위한 10가지 생산성 해킹 전략을 제안합니다.,02-learning.md#hSGt_rhu49U
"학습, 배움",33,Xsxb7IK5lDA,진짜 똑똑한 사람은 이렇게 공부합니다,졸라멘탈,https://www.youtube.com/watch?v=Xsxb7IK5lDA,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 학습·기록, 자기계발","효율적인 학습을 위해 입력보다 출력에 집중하고, 파레토 법칙을 활용해 핵심 20%를 먼저 익히는 것이 중요합니다.",02-learning.md#Xsxb7IK5lDA
"학습, 배움",34,C5OJJD3Eytk,"becoming smart is easy, actually","easy, actually",https://www.youtube.com/watch?v=C5OJJD3Eytk,자막 기반 요약,예,en,확인 안 됨,"학습·기록, 소통·관계, 실행·습관",진정한 똑똑함은 단순히 학위가 아니라 실용적인 지식을 습득하고 이를 실제 상황에 적용하는 능력에서 나옵니다.,02-learning.md#C5OJJD3Eytk
"학습, 배움",35,JpYA7WXkHyI,How to be a creative thinker | Carnegie Mellon University Po-Shen Loh,EO,https://www.youtube.com/watch?v=JpYA7WXkHyI,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"학습·기록, 사업·브랜딩, 도구·AI",포셴 로 교수는 AI 시대에 단순 문제 풀이보다 사고력을 기르는 교육의 중요성을 강조합니다.,02-learning.md#JpYA7WXkHyI
"학습, 배움",36,1xqerXscTsE,6 Levels of Thinking Every Student MUST Master,Justin Sung,https://www.youtube.com/watch?v=1xqerXscTsE,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"학습·기록, 실행·습관",블룸의 교육 목표 분류 체계를 활용해 학습 효율을 높이는 6단계 사고법을 설명합니다.,02-learning.md#1xqerXscTsE
"학습, 배움",37,dBubRcgQOM8,읽은 모든 것을 기억하는 단 2단계 공식,닥터가드너,https://www.youtube.com/watch?v=dBubRcgQOM8,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"학습·기록, 실행·습관, 도구·AI",학습한 내용의 70%가 하루 만에 잊히는 문제를 해결하기 위해 '소비'와 '소화'로 나뉜 2단계 프레임워크를 제안합니다.,02-learning.md#dBubRcgQOM8
"학습, 배움",38,32z8Ax1j-Q4,The smartest people have mastered these 6 core skills | Michael Watkins for Big Think+,Big Think 및 Leadership Lessons | Big Think+,https://www.youtube.com/watch?v=32z8Ax1j-Q4,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 학습·기록, 사업·브랜딩, 소통·관계","전략적 사고는 타고난 자질과 후천적 훈련의 조화로 이루어지며, 누구나 노력을 통해 그 역량을 크게 향상할 수 있습니다.",02-learning.md#32z8Ax1j-Q4
"학습, 배움",39,xV6CxfX04yo,CIA 스파이처럼 학습 속도 10배 올리는 뇌 훈련법 (쉽고 간단해요) [실제 사용된 방법],일상 속 스파크,https://www.youtube.com/watch?v=xV6CxfX04yo,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"학습·기록, 실행·습관, 기타",CIA가 스파이 훈련에 사용하는 다섯 가지 뇌 해킹 학습법을 통해 학습 속도와 기억력을 높이는 방법을 소개합니다.,02-learning.md#xV6CxfX04yo
"학습, 배움",40,ntGRhqkXVA0,세계 최고의 뇌과학자가 말하는 20배 더 빨리 배우는 법 (앤드류 휴버맨),성공한스푼,https://www.youtube.com/watch?v=ntGRhqkXVA0,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"학습·기록, 건강, 기타",앤드류 휴버맨은 학습 중간에 짧은 휴식을 취하는 것이 학습 속도를 20배 높인다고 설명합니다.,02-learning.md#ntGRhqkXVA0
"학습, 배움",41,jgzreTGEb4M,The 9 Powerful Mental Models Used By History's Greatest Minds,Dante Borgese,https://www.youtube.com/watch?v=jgzreTGEb4M,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"학습·기록, 실행·습관, 기타",이 영상은 역사적 인물들이 사용한 9가지 강력한 생각의 도구인 '멘탈 모델'을 소개합니다.,02-learning.md#jgzreTGEb4M
"학습, 배움",42,OQdkjUM3yks,How To Learn Any Skill So Fast It Feels Illegal 🚀,Jim Kwik,https://www.youtube.com/watch?v=OQdkjUM3yks,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"학습·기록, 실행·습관, 자기계발",짐 퀵은 뇌의 가소성을 활용해 어떤 기술이든 빠르게 습득할 수 있는 4단계 학습법을 제시합니다.,02-learning.md#OQdkjUM3yks
"학습, 배움",43,hM2K1Ai3fj4,현실을 레벨업하는 5가지 방법 (게임 심리 실전 적용법),졸라멘탈,https://www.youtube.com/watch?v=hM2K1Ai3fj4,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 학습·기록, 심리, 기타",게임의 몰입 원리를 일상에 적용하여 생산성을 높이는 다섯 가지 심리 장치를 소개합니다.,02-learning.md#hM2K1Ai3fj4
"학습, 배움",44,kWY9mNMz4iI,워런 버핏이 말하는 '진정한 성공',내일은 투자왕 - 김단테,https://www.youtube.com/watch?v=kWY9mNMz4iI,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"사업·브랜딩, 소통·관계, 학습·기록","워런 버핏은 진정한 성공을 사랑받는 것으로 정의하며, 자신에 대한 투자와 올바른 관계 맺기의 중요성을 강조합니다.",02-learning.md#kWY9mNMz4iI
"학습, 배움",45,Ml6nXM6dt7I,글 잘 쓰는 이들의 공통점은? 대가의 쉽게 읽히고 쉽게 쓰는 글쓰기 방법 총정리!,셜록현준,https://www.youtube.com/watch?v=Ml6nXM6dt7I,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"학습·기록, 소통·관계, 기타",유홍준 교수는 글쓰기의 핵심이 내가 하고 싶은 말이 아닌 남에게 들려주고 싶은 내용을 쓰는 것이라고 강조합니다.,02-learning.md#Ml6nXM6dt7I
"학습, 배움",46,KbleIwApqu4,[EBS] 적는 자가 살아남는다 | 천재들의 노트 습관 | #지식채널e,EBS 지식채널e,https://www.youtube.com/watch?v=KbleIwApqu4,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"학습·기록, 실행·습관, 기타","역사상 위대한 천재들은 각기 다른 분야에서 활동했지만, 자신의 생각을 종이에 기록하는 공통된 습관을 지녔습니다.",02-learning.md#KbleIwApqu4
"학습, 배움",47,cHCfhY_o8WM,샤워하면서도 공부를?,play 채널A,https://www.youtube.com/watch?v=cHCfhY_o8WM,자막 기반 요약,예,ko,확인 안 됨,"학습·기록, 실행·습관",역사를 재미있게 암기하는 방법과 샤워 시간을 활용한 효율적인 학습 팁을 공유합니다.,02-learning.md#cHCfhY_o8WM
"학습, 배움",48,lnZ4ZY_024Y,하루 15시간 공부? 이렇게 하면 가능합니다,뇌과학 쓸래요?,https://www.youtube.com/watch?v=lnZ4ZY_024Y,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"학습·기록, 건강, 실행·습관","공부체력은 단순한 의지력이 아니라 뇌 에너지, 집중력, 멘탈을 관리하는 시스템의 결과입니다.",02-learning.md#lnZ4ZY_024Y
"학습, 배움",49,qFROrjHyK94,The Bible Taught Me How to Manage My Time Better Than Any Self-Help Book,"Lauren Mefford, PhD",https://www.youtube.com/watch?v=qFROrjHyK94,자막 기반 요약,예,en,확인 안 됨,"신앙·가치, 실행·습관",성경적 시간 관리는 단순한 생산성을 넘어 그리스도 안에 거하며 열매를 맺는 삶을 지향합니다.,02-learning.md#qFROrjHyK94
"학습, 배움",50,X9Ek3gRp-Fw,"[Full] [특별기획] 다시, 읽기로 - 1부 읽기 도파민",EBSDocumentary (EBS 다큐),https://www.youtube.com/watch?v=X9Ek3gRp-Fw,자막 기반 요약,예,ko,확인 안 됨,"소통·관계, 학습·기록",디지털 기기에 밀려 읽기 능력이 퇴화하는 현대인들에게 독서의 즐거움을 되찾아주는 다양한 사회적 시도와 변화를 조명합니다.,02-learning.md#X9Ek3gRp-Fw
"학습, 배움",51,HytLB3-orIY,해외 유학 없이 영어를 유창하게 하는 방법 (CIA가 받는 언어교육법),원빅월드쇼 | One Big World Show | 1BWS,https://www.youtube.com/watch?v=HytLB3-orIY,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 학습·기록, 소통·관계",타일러는 해외에 나가지 않고도 외국어를 유창하게 배울 수 있는 '몰입 교육'의 원리와 효과를 설명합니다.,02-learning.md#HytLB3-orIY
"학습, 배움",52,pwy8npJHPEo,언어 천재 트레버의 언어 공부 비법,톡팁,https://www.youtube.com/watch?v=pwy8npJHPEo,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"학습·기록, 소통·관계, 기타",트레버 노아는 언어 학습의 핵심이 리듬을 이해하고 실수에 대한 두려움을 버리는 것이라고 강조합니다.,02-learning.md#pwy8npJHPEo
"학습, 배움",53,Gtr2NYR6F4A,뇌세포 를 자라게 하는 3가지 충격? #shorts,OXVALOR,https://www.youtube.com/watch?v=Gtr2NYR6F4A,자막 기반 요약,예,en,확인 안 됨,"건강, 실행·습관",뇌의 해마에서 새로운 뇌세포 성장을 촉진하기 위해 신체에 의도적인 충격을 주는 세 가지 방법이 소개되었습니다.,02-learning.md#Gtr2NYR6F4A
"학습, 배움",54,Kf1dYpnH-N4,6년 걸릴 공부를 3일로 끝내는 법 — OpenAI 연구원이 인터뷰에서 직접 밝혔습니다,AgentOS,https://www.youtube.com/watch?v=Kf1dYpnH-N4,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 학습·기록, 도구·AI","안드레 카파시의 학습 조언을 바탕으로, AI를 활용해 기초부터 배우는 대신 실전 프로젝트에서 필요한 지식을 역으로 파고드는 '탑다운' 학습법의 효용성을 설명합니다.",02-learning.md#Kf1dYpnH-N4
"학습, 배움",55,lF8_DX2NxjI,[한글자막] AI로 혼자서도 압도적인 실력을 쌓는 독학 방법,Tech Bridge,https://www.youtube.com/watch?v=lF8_DX2NxjI,자막 기반 요약,예,en,확인 안 됨,"실행·습관, 학습·기록, 도구·AI",AI를 활용해 개인 맞춤형 교육 시스템인 '상자 속 대학'을 구축하고 독학으로 전문가가 되는 구체적인 전략을 제시합니다.,02-learning.md#lF8_DX2NxjI
"인생수업, 위기의 때",1,2gFLaGislp4,이 강의를 본 순간 당신의 인생이 통째로 바뀔 겁니다 ㅣ 1일 1 피터슨 ㅣ Day 22 l 조던 피터슨 ㅣ 한영 자막,조던 피터슨의 일기장,https://www.youtube.com/watch?v=2gFLaGislp4,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 학습·기록, 기타",조던 피터슨 교수는 실패를 피하기 위해 목표를 모호하게 두지 말고 구체적으로 설정하여 삶의 방향을 잡으라고 강조합니다.,03-life.md#2gFLaGislp4
"인생수업, 위기의 때",2,8V081wPlCbM,왜 우리는 집중력이 없는가(ft 무의식)ㅣ 조던 피터슨 ㅣ 한영자막,조던 피터슨의 일기장,https://www.youtube.com/watch?v=8V081wPlCbM,자막 기반 요약,예,확인 안 됨,확인 안 됨,"실행·습관, 회복·감정",조던 피터슨은 인간의 주의력이 의식적 의도보다는 무의식적 힘과 생물학적 하위 시스템에 의해 좌우된다고 설명합니다.,03-life.md#8V081wPlCbM
"인생수업, 위기의 때",3,Q0VWQFUVT_k,조던 피터슨 발상의 원전: 포스트 모더니즘과 막시즘 문화의 오류 (1편),뱃툽,https://www.youtube.com/watch?v=Q0VWQFUVT_k,자막 기반 요약,예,확인 안 됨,확인 안 됨,"신앙·가치, 소통·관계, 기타",조던 피터슨은 포스트모더니즘이 공산주의의 경제적 실패 이후 마르크스주의가 정체성 정치로 재포장된 결과라고 주장합니다.,03-life.md#Q0VWQFUVT_k
"인생수업, 위기의 때",4,o73pqQ9Gzt4,자신을 바로잡으세요,PragerU,https://www.youtube.com/watch?v=o73pqQ9Gzt4,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 회복·감정, 소통·관계",조던 피터슨 교수는 문제의 원인을 타인에게 돌리는 태도가 개인의 성장을 방해한다고 경고합니다.,03-life.md#o73pqQ9Gzt4
"인생수업, 위기의 때",5,klTXqkEGSME,동기부여를 원한다면 꼭 봐야할 영상ㅣ레스브라운ㅣ한영자막,잭스파이어 Jackspire,https://www.youtube.com/watch?v=klTXqkEGSME,자막 기반 요약,예,확인 안 됨,확인 안 됨,"실행·습관, 회복·감정, 신앙·가치",레스 브라운은 타인의 부정적인 평가가 자신의 현실이 되지 않도록 스스로의 잠재력을 믿고 꿈을 향해 나아갈 것을 독려합니다.,03-life.md#klTXqkEGSME
"인생수업, 위기의 때",6,Ow0CML2K2VY,부자아빠의 자본주의 생존 공략ㅣ로버트 기요사키 재테크 강의,잭스파이어 Jackspire,https://www.youtube.com/watch?v=Ow0CML2K2VY,자막 기반 요약,예,확인 안 됨,확인 안 됨,"실행·습관, 사업·브랜딩, 학습·기록",로버트 기요사키는 가난한 이들의 사고방식이 고정된 급여와 실패를 두려워하는 교육 시스템에서 비롯된다고 비판합니다.,03-life.md#Ow0CML2K2VY
"인생수업, 위기의 때",7,LquIQisaZFU,위험한 좌파들이 여러분의 자녀를 교육하고 있습니다,PragerU,https://www.youtube.com/watch?v=LquIQisaZFU,자막 기반 요약,예,확인 안 됨,확인 안 됨,"신앙·가치, 소통·관계, 기타",조던 피터슨 교수는 현대 대학을 장악한 포스트모더니즘과 네오마르크시즘이 서구 문명의 근간을 위협하고 있다고 경고합니다.,03-life.md#LquIQisaZFU
"인생수업, 위기의 때",8,5mqnksEC-44,한살이라도 더 어릴 때 깨달았으면 좋았을 것들 35가지ㅣ자본주의 공략법 (1~10),리섭 LeeSeob,https://www.youtube.com/watch?v=5mqnksEC-44,자막 기반 요약,예,확인 안 됨,확인 안 됨,"사업·브랜딩, 학습·기록, 소통·관계",자본주의 사회에서 성공하기 위해 필요한 실질적인 마인드셋과 인생 전략을 11가지 관점에서 제시합니다.,03-life.md#5mqnksEC-44
"인생수업, 위기의 때",9,tySAnIgEI2k,한살이라도 더 어릴 때 깨달았으면 좋았을 것들 - 2부ㅣ자본주의 공략법 (11~15),리섭 LeeSeob,https://www.youtube.com/watch?v=tySAnIgEI2k,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 사업·브랜딩, 기타","자본주의 시스템을 탓하기보다 이를 활용하는 법을 익히고, 낮은 리스크를 활용해 끊임없이 도전할 것을 권합니다.",03-life.md#tySAnIgEI2k
"인생수업, 위기의 때",10,suQrnhHKGsY,당신의 성공이 '생각보다' 쉬운 이유 | 얼 나이팅게일,민팍의 마음너머,https://www.youtube.com/watch?v=suQrnhHKGsY,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 학습·기록, 기타",얼 나이팅게일은 부의 격차가 운이나 재능이 아닌 개인의 결심과 태도에서 비롯된다고 강조합니다.,03-life.md#suQrnhHKGsY
"인생수업, 위기의 때",11,BWxYWnwi08o,[일론 머스크] 제1원리 사고법: 추정이 아닌 근본적인 문제로의 접근 (한영 자막),Project스노우볼,https://www.youtube.com/watch?v=BWxYWnwi08o,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 학습·기록, 사업·브랜딩",일론 머스크는 혁신의 비결로 물리학적 사고 방식인 '제1원리 사고법'을 제시합니다.,03-life.md#BWxYWnwi08o
"인생수업, 위기의 때",12,5Gty04W5lPg,당신의 경쟁자가 *절대* 보게 두면 안되는 영상 | 타이 로페즈,민팍의 마음너머,https://www.youtube.com/watch?v=5Gty04W5lPg,자막 기반 요약,예,en,확인 안 됨,"실행·습관, 사업·브랜딩, 학습·기록","타이 로페즈는 성공이 단순한 노력이 아닌 성실성(조직화, 완벽주의, 근면, 신중)의 조화에서 온다고 강조합니다.",03-life.md#5Gty04W5lPg
"인생수업, 위기의 때",13,b2kBZLYfG8s,1개월 안에 다른 사람이 되는 법,민팍의 마음너머,https://www.youtube.com/watch?v=b2kBZLYfG8s,자막 기반 요약,예,확인 안 됨,확인 안 됨,"실행·습관, 학습·기록, 회복·감정",확언과 시각화는 뇌의 신경 회로를 재구성하여 내면의 지도를 현실에 맞게 변화시키는 강력한 도구입니다.,03-life.md#b2kBZLYfG8s
"인생수업, 위기의 때",14,4gxScmhsCf8,유튜브편집자가 유튜버 700명 편집해보고 느낀점,진용진,https://www.youtube.com/watch?v=4gxScmhsCf8,자막 기반 요약,예,확인 안 됨,확인 안 됨,"실행·습관, 사업·브랜딩, 기타",유튜브 성공의 핵심은 고품질 영상 하나에 집착하기보다 지속 가능한 업로드 빈도를 유지하며 알고리즘의 선택을 기다리는 것입니다.,03-life.md#4gxScmhsCf8
"인생수업, 위기의 때",15,7W4CA_ErATc,수퍼 재벌이 560억 짜리 전용기를 산 이유 | 그랜트 칼돈,민팍의 마음너머,https://www.youtube.com/watch?v=7W4CA_ErATc,자막 기반 요약,예,확인 안 됨,확인 안 됨,"사업·브랜딩, 실행·습관, 기타",그랜트 칼돈은 막대한 세금 문제를 해결하고 전 세계적인 네트워크를 확장하기 위해 560억 원 상당의 전용기를 구입했습니다.,03-life.md#7W4CA_ErATc
"인생수업, 위기의 때",16,TQsrWa_mGCE,하버드 학생들에게 해주고 싶은 이야기 | 조던 피터슨 (한글자막),비버처럼앞니쏙,https://www.youtube.com/watch?v=TQsrWa_mGCE,자막 기반 요약,예,en,자동,"학습·기록, 소통·관계, 신앙·가치","조던 피터슨은 대학 시절을 단순히 직업 교육의 장이 아닌, 읽고 생각하며 말하는 능력을 연마하여 최고의 역량을 갖추는 시기로 정의합니다.",03-life.md#TQsrWa_mGCE
"인생수업, 위기의 때",17,X6ier_V2x_g,조던 피터슨 | 창의적인 사람들에게 필요한 조언,조던 피터슨 한국 공식 채널,https://www.youtube.com/watch?v=X6ier_V2x_g,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"사업·브랜딩, 소통·관계, 기타",조던 피터슨은 성실성과 창의성의 특성 차이를 분석하며 창의적 활동이 가진 고위험성을 경고합니다.,03-life.md#X6ier_V2x_g
"인생수업, 위기의 때",18,O6-cyHp9tRQ,2조 원의 그릇을 보여주는 역대 베스트 인터뷰  | 그랜트 칼돈,민팍의 마음너머,https://www.youtube.com/watch?v=O6-cyHp9tRQ,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"사업·브랜딩, 실행·습관, 기타",그랜트 칼돈은 성공을 위해 자신을 압박하는 환경에 노출되고 더 큰 목표를 가진 사람들과 교류할 것을 강조합니다.,03-life.md#O6-cyHp9tRQ
"인생수업, 위기의 때",19,GHBKDnZvMHA,음악이 재미없고 삶이 피폐할 때 봐야할 영상,재즈 에비뉴 - Jazz Avenue,https://www.youtube.com/watch?v=GHBKDnZvMHA,자막 기반 요약,예,확인 안 됨,확인 안 됨,"실행·습관, 회복·감정, 신앙·가치","연습의 양보다 질과 마음가짐이 중요하며, 음악을 대하는 감사한 태도가 삶의 행복을 결정한다고 강조합니다.",03-life.md#GHBKDnZvMHA
"인생수업, 위기의 때",20,3smc7jbUPiE,[리처드 파인만] “왜 자석은 서로 밀어내는가?”에 대한 답변 (한영 자막),Project스노우볼,https://www.youtube.com/watch?v=3smc7jbUPiE,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"학습·기록, 과학적 사고, 기타",리처드 파인만은 자석이 밀어내는 이유에 대한 질문을 통해 '왜'라는 질문이 갖는 층위와 지식 체계의 중요성을 설명합니다.,03-life.md#3smc7jbUPiE
"인생수업, 위기의 때",21,Hak30f2N6m0,음악하는 사람이 공부도 해야하는 이유,재즈 에비뉴 - Jazz Avenue,https://www.youtube.com/watch?v=Hak30f2N6m0,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"학습·기록, 소통·관계, 기타","조슈아 레드먼은 학문적 배경이 음악에 직접적인 영향을 주지는 않지만, 연주는 연주자의 모든 경험과 학습이 투영된 결과라고 말합니다.",03-life.md#Hak30f2N6m0
"인생수업, 위기의 때",22,WWiDlFbvBFE,옥한흠 목사의 명설교 더울림│복을 받는 방법편,CBSJOY,https://www.youtube.com/watch?v=WWiDlFbvBFE,자막 기반 요약,예,확인 안 됨,확인 안 됨,"신앙·가치, 실행·습관, 회복·감정",옥한흠 목사는 야베스와 오벧에돔의 사례를 통해 하나님께 간절히 구하고 그분을 기쁘게 모시는 자가 누리는 복의 원리를 설명합니다.,03-life.md#WWiDlFbvBFE
"인생수업, 위기의 때",23,myfd8DqLDsw,성공하는 사람은 결국 이 3가지 원칙으로 독서합니다,작심만일 : 성공 마인드 동반자,https://www.youtube.com/watch?v=myfd8DqLDsw,자막 기반 요약,예,확인 안 됨,확인 안 됨,"학습·기록, 실행·습관","뇌 손상을 극복한 화자가 독해력을 높이기 위한 '3R' 원칙인 읽기(Read), 설명하기(Relate), 쓰기(Write)를 제시합니다.",03-life.md#myfd8DqLDsw
"인생수업, 위기의 때",24,VnJe5uusDr8,아무리 해도 난 이 사회의 부품 같아(feat. 절대 사육 당하지 않는 법),돈공-돈버는공식,https://www.youtube.com/watch?v=VnJe5uusDr8,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 회복·감정, 기타, 학습·기록",조던 피터슨은 인간이 삶의 의미를 찾는 핵심 방법으로 책임감을 제시합니다.,03-life.md#VnJe5uusDr8
"인생수업, 위기의 때",25,hTcnLFfSu4A,30명의 노인들이 후회하고 느낀 인생 조언..,민팍의 마음너머,https://www.youtube.com/watch?v=hTcnLFfSu4A,자막 기반 요약,예,확인 안 됨,확인 안 됨,"실행·습관, 소통·관계, 회복·감정","인생의 선배들이 전하는 조언으로, 두려움 없이 꿈을 쫓고 현재의 순간을 즐기며 행복을 스스로 선택하라는 메시지를 담고 있습니다.",03-life.md#hTcnLFfSu4A
"인생수업, 위기의 때",26,0lwhrpvUj8g,부정적 생각을 효과적으로 극복하는 법,민팍의 마음너머,https://www.youtube.com/watch?v=0lwhrpvUj8g,자막 기반 요약,예,확인 안 됨,확인 안 됨,"회복·감정, 신앙·가치","부정적인 생각을 억지로 제거하려 하면 오히려 그 생각이 증폭되므로, 마음의 작동 원리를 이해하고 거리를 두는 것이 중요합니다.",03-life.md#0lwhrpvUj8g
"인생수업, 위기의 때",27,tupPml1hQjQ,전설의 나폴레온 힐 연설 영상,민팍의 마음너머,https://www.youtube.com/watch?v=tupPml1hQjQ,자막 기반 요약,예,en,자동,"실행·습관, 신앙·가치, 기타",나폴레온 힐은 자기 통제를 통해 잠재의식에 명확한 목표를 각인시키는 것이 성공의 핵심이라고 강조합니다.,03-life.md#tupPml1hQjQ
"인생수업, 위기의 때",28,NiJQahJ4wT4,DNA를 뛰어넘게 해줄 크래빙 이론,돈공-돈버는공식,https://www.youtube.com/watch?v=NiJQahJ4wT4,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"신앙·가치, 실행·습관, 회복·감정",인간을 생물학적 욕구에 갇힌 존재로만 정의하면 삶의 의미를 잃고 허무주의에 빠지기 쉽습니다.,03-life.md#NiJQahJ4wT4
"인생수업, 위기의 때",29,z-5W6T5FFdQ,삶의 방향이 안보여서 답답한 20대들에게 | 게리 바이너척 | 에릭남 감수,천그루숲,https://www.youtube.com/watch?v=z-5W6T5FFdQ,자막 기반 요약,예,확인 안 됨,확인 안 됨,"실행·습관, 사업·브랜딩",20대는 인생에서 가장 위험을 감수하기 좋은 시기이므로 단기적인 금전적 이익보다 자신의 열정을 따르는 모험을 시작해야 합니다.,03-life.md#z-5W6T5FFdQ
"인생수업, 위기의 때",30,E6T-WNv8_TI,이 4가지에 돈 아끼면 지능 낮은 겁니다.,리섭 LeeSeob,https://www.youtube.com/watch?v=E6T-WNv8_TI,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"사업·브랜딩, 학습·기록, 기타",자본주의 사회에서 시간을 아끼기 위해 돈을 쓰는 것은 매우 합리적인 소비 방식입니다.,03-life.md#E6T-WNv8_TI
"인생수업, 위기의 때",31,bkJcRq1Pfys,우리 모두가 갖고 있는 행복 치트키 - 게리 바이너척,게리 바이너척 Gary Vaynerchuk Korean,https://www.youtube.com/watch?v=bkJcRq1Pfys,자막 기반 요약,예,en,자동,"회복·감정, 실행·습관, 소통·관계",게리 바이너척은 인간으로 태어난 것 자체가 희박한 확률의 기적임을 강조하며 관점의 전환을 촉구합니다.,03-life.md#bkJcRq1Pfys
"인생수업, 위기의 때",32,4CjRWX-RdeM,천 년 뒤 후손들에게 전해주고 싶은 메시지 (한영 자막),Project스노우볼,https://www.youtube.com/watch?v=4CjRWX-RdeM,자막 기반 요약,예,확인 안 됨,확인 안 됨,"신앙·가치, 학습·기록",버트런드 러셀과 리처드 파인만은 후손들에게 사실과 진실에만 집중하고 교조적인 믿음을 경계할 것을 당부합니다.,03-life.md#4CjRWX-RdeM
"인생수업, 위기의 때",33,hehPTOmn6vE,해외에서 난리난 공부법 (드디어 번역),민팍의 마음너머,https://www.youtube.com/watch?v=hehPTOmn6vE,자막 기반 요약,예,en,자동,"학습·기록, 실행·습관",효율적인 공부를 위해서는 25~30분 집중 후 짧은 휴식을 취하며 뇌를 재충전하는 것이 필수적입니다.,03-life.md#hehPTOmn6vE
"인생수업, 위기의 때",34,RnrZJOHY9tY,시대가 변해도 절대 바뀌지 않는 5가지 핵심능력  | 동기부여학과,동기부여학과,https://www.youtube.com/watch?v=RnrZJOHY9tY,자막 기반 요약,예,ko,자동,"실행·습관, 학습·기록, 도구·AI",디지털 기술이 급변하는 시대에도 인간의 탁월함은 기술적 숙련도가 아닌 내면의 고유한 역량에서 비롯됩니다.,03-life.md#RnrZJOHY9tY
"인생수업, 위기의 때",35,UblIF5Utawg,백수에서 월 1억을 벌기까지 (29살),민팍의 마음너머,https://www.youtube.com/watch?v=UblIF5Utawg,자막 기반 요약,예,ko,자동,"사업·브랜딩, 실행·습관, 회복·감정","전교 꼴찌 수준의 성적과 빚더미라는 역경을 딛고, 자신의 열정을 담은 콘텐츠로 월 1억 원의 수익을 달성한 민팍의 성장기를 다룹니다.",03-life.md#UblIF5Utawg
"인생수업, 위기의 때",36,tGXQ5b5yRaM,조던 피터슨 | 당신이 먹을 독을 선택하세요,조던 피터슨 한국 공식 채널,https://www.youtube.com/watch?v=tGXQ5b5yRaM,자막 기반 요약,예,확인 안 됨,확인 안 됨,"실행·습관, 회복·감정, 기타",조던 피터슨은 가치 체계가 없는 사람들이 즉각적인 쾌락에 탐닉하는 이유를 정체성 부재와 책임 회피로 설명합니다.,03-life.md#tGXQ5b5yRaM
"인생수업, 위기의 때",37,d8Uhboe6ufw,꿈도 없고 재능도 없는 평범한 사람은 어떻게 살아야 할까?,리섭 LeeSeob,https://www.youtube.com/watch?v=d8Uhboe6ufw,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"사업·브랜딩, 실행·습관, 기타","리섭은 목표의 크기가 실행 전략을 결정하며, 개인의 역량보다 시장의 크기가 중요하다고 강조합니다.",03-life.md#d8Uhboe6ufw
